categorie	anglais	francais	note	source
Lieu	SILPH CO.	SYLPHE SARL		data/maps/landmarks.asm
Lieu	SILVER CAVE	GROTTE<BSP>ARGENTEE		data/maps/landmarks.asm
Lieu	SLOWPOKE<BSP>WELL	PUITS<BSP>RAMOLOSS		data/maps/landmarks.asm
Lieu	SPECIAL	SPECIAL	identique	data/maps/landmarks.asm
Lieu	SPROUT<BSP>TOWER	TOUR<BSP>CHETIFLOR		data/maps/landmarks.asm
Lieu	TIN TOWER	TOUR<BSP>FERRAILLE		data/maps/landmarks.asm
Lieu	TOHJO FALLS	CHUTES<BSP>TOHJO		data/maps/landmarks.asm
Lieu	UNDERGROUND	SOUTERRAIN		data/maps/landmarks.asm
Lieu	UNION CAVE	CAVES<BSP>JUMELLES		data/maps/landmarks.asm
Lieu	VERMILION<BSP>CITY	CARMIN<BSP>SUR MER		data/maps/landmarks.asm
Lieu	VICTORY<BSP>ROAD	ROUTE<BSP>VICTOIRE		data/maps/landmarks.asm
Lieu	VIOLET CITY	MAUVILLE		data/maps/landmarks.asm
Lieu	VIRIDIAN<BSP>CITY	JADIELLE		data/maps/landmarks.asm
Lieu	VIRIDIAN<BSP>FOREST	FORET<BSP>DE JADE		data/maps/landmarks.asm
Lieu	WHIRL<BSP>ISLANDS	TOURB'<BSP>ILES		data/maps/landmarks.asm
Objet	# BALL	# BALL	identique	data/items/names.asm
Objet	# DOLL	# POUPEE		data/items/names.asm
Objet	?	?	identique	data/items/names.asm
Objet	AMULET COIN	PIECE RUNE		data/items/names.asm
Objet	ANTIDOTE	ANTIDOTE	identique	data/items/names.asm
Objet	AWAKENING	REVEIL		data/items/names.asm
Objet	BASEMENT KEY	CLE SOUS-SOL		data/items/names.asm
Objet	BERRY	BAIE		data/items/names.asm
Objet	BERRY JUICE	JUS DE BAIE		data/items/names.asm
Objet	BERSERK GENE	ADN BERZERK		data/items/names.asm
Objet	BICYCLE	BICYCLETTE		data/items/names.asm
Objet	BIG MUSHROOM	GROS CHAMPI		data/items/names.asm
Objet	BIG PEARL	GRANDE PERLE		data/items/names.asm
Objet	BITTER BERRY	BAIE AMERE		data/items/names.asm
Objet	BLACKBELT	CEINT.NOIRE		data/items/names.asm
Objet	BLACKGLASSES	LUNET.NOIRES		data/items/names.asm
Objet	BLK APRICORN	NOIGRUME NOI		data/items/names.asm
Objet	BLU APRICORN	NOIGRUME BLU		data/items/names.asm
Objet	BLUE CARD	CARTE BLEUE		data/items/names.asm
Objet	BLUESKY MAIL	LETRCIELBLEU		data/items/names.asm
Objet	BRICK PIECE	MORC. BRIQUE		data/items/names.asm
Objet	BRIGHTPOWDER	POUDRECLAIRE		data/items/names.asm
Objet	BURN HEAL	ANTI-BRULE		data/items/names.asm
Objet	BURNT BERRY	BAIE BRULURE		data/items/names.asm
Objet	CALCIUM	CALCIUM	identique	data/items/names.asm
Objet	CARBOS	CARBONE		data/items/names.asm
Objet	CARD KEY	CARTE MAGN.		data/items/names.asm
Objet	CHARCOAL	CHARBON		data/items/names.asm
Objet	CLEANSE TAG	RUNE PURIF.		data/items/names.asm
Objet	CLEAR BELL	GLAS TRANSP.		data/items/names.asm
Objet	COIN CASE	BOITE JETON		data/items/names.asm
Objet	DIRE HIT	MUSCLE +		data/items/names.asm
Objet	DRAGON FANG	CROC DRAGON		data/items/names.asm
Objet	DRAGON SCALE	ECAILLEDRACO		data/items/names.asm
Objet	EGG TICKET	TICKET OEUF		data/items/names.asm
Objet	ELIXER	ELIXIR		data/items/names.asm
Objet	ENERGY ROOT	RACINENERGIE		data/items/names.asm
Objet	ENERGYPOWDER	POUDRENERGIE		data/items/names.asm
Objet	EON MAIL	LETR EVOLI		data/items/names.asm
Objet	ESCAPE ROPE	CORDE SORTIE		data/items/names.asm
Objet	ETHER	HUILE		data/items/names.asm
Objet	EVERSTONE	PIERRE STASE		data/items/names.asm
Objet	EXP.SHARE	MULTI EXP		data/items/names.asm
Objet	FAST BALL	SPEED BALL		data/items/names.asm
Objet	FIRE STONE	PIERRE FEU		data/items/names.asm
Objet	FLOWER MAIL	LETR FLEUR		data/items/names.asm
Objet	FOCUS BAND	BANDEAU +		data/items/names.asm
Objet	FRESH WATER	EAU FRAICHE		data/items/names.asm
Objet	FRIEND BALL	COPAIN BALL		data/items/names.asm
Objet	FULL HEAL	TOTAL SOIN		data/items/names.asm
Objet	FULL RESTORE	GUERISON		data/items/names.asm
Objet	GOLD BERRY	BAIE DOREE		data/items/names.asm
Objet	GOLD LEAF	FEUILLE D'OR		data/items/names.asm
Objet	GOOD ROD	SUPER CANNE		data/items/names.asm
Objet	GORGEOUS BOX	COFFRE LUXE		data/items/names.asm
Objet	GREAT BALL	SUPER BALL		data/items/names.asm
Objet	GRN APRICORN	NOIGRUME VER		data/items/names.asm
Objet	GS BALL	GS BALL	identique	data/items/names.asm
Objet	GUARD SPEC.	DEFENSE SPEC		data/items/names.asm
Objet	HARD STONE	PIERRE DURE		data/items/names.asm
Objet	HEAL POWDER	POUDRE SOIN		data/items/names.asm
Objet	HEAVY BALL	MASSE BALL		data/items/names.asm
Objet	HM01	CS01		data/items/names.asm
Objet	HM02	CS02		data/items/names.asm
Objet	HM03	CS03		data/items/names.asm
Objet	HM04	CS04		data/items/names.asm
Objet	HM05	CS05		data/items/names.asm
Objet	HM06	CS06		data/items/names.asm
Objet	HM07	CS07		data/items/names.asm
Objet	HP UP	PV PLUS		data/items/names.asm
Objet	HYPER POTION	HYPER POTION	identique	data/items/names.asm
Objet	ICE BERRY	BAIE GEL		data/items/names.asm
Objet	ICE HEAL	ANTIGEL		data/items/names.asm
Objet	IRON	FER		data/items/names.asm
Objet	ITEMFINDER	CHERCH'OBJET		data/items/names.asm
Objet	KING'S ROCK	ROCHE ROYALE		data/items/names.asm
Objet	LEAF STONE	PIERREPLANTE		data/items/names.asm
Objet	LEFTOVERS	RESTES		data/items/names.asm
Objet	LEMONADE	LIMONADE		data/items/names.asm
Objet	LEVEL BALL	NIVEAU BALL		data/items/names.asm
Objet	LIGHT BALL	BALLELUMIERE		data/items/names.asm
Objet	LITEBLUEMAIL	LETRBLEUCIEL		data/items/names.asm
Objet	LOST ITEM	OBJET PERDU		data/items/names.asm
Objet	LOVE BALL	LOVE BALL	identique	data/items/names.asm
Objet	LOVELY MAIL	LETRCHARM.		data/items/names.asm
Objet	LUCKY EGG	OEUF CHANCE		data/items/names.asm
Objet	LUCKY PUNCH	POING CHANCE		data/items/names.asm
Objet	LURE BALL	APPAT BALL		data/items/names.asm
Objet	MACHINE PART	PARTIE MACH.		data/items/names.asm
Objet	MAGNET	AIMANT		data/items/names.asm
Objet	MASTER BALL	MASTER BALL	identique	data/items/names.asm
Objet	MAX ELIXER	MAX ELIXIR		data/items/names.asm
Objet	MAX ETHER	HUILE MAX		data/items/names.asm
Objet	MAX POTION	POTION MAX		data/items/names.asm
Objet	MAX REPEL	MAX REPOUSSE		data/items/names.asm
Objet	MAX REVIVE	RAPPEL MAX		data/items/names.asm
Objet	METAL COAT	PEAU METAL		data/items/names.asm
Objet	METAL POWDER	POUDRE METAL		data/items/names.asm
Objet	MINT BERRY	BAIE MENTHE		data/items/names.asm
Objet	MIRACLE SEED	GRAIN MIRACL		data/items/names.asm
Objet	MIRACLEBERRY	BAIE MIRACLE		data/items/names.asm
Objet	MIRAGE MAIL	LETR MIRAGE		data/items/names.asm
Objet	MOOMOO MILK	LAIT MEUMEU		data/items/names.asm
Objet	MOON BALL	LUNE BALL		data/items/names.asm
Objet	MOON STONE	PIERRE LUNE		data/items/names.asm
Objet	MORPH MAIL	LETR MORPH		data/items/names.asm
Objet	MUSIC MAIL	LETR MUSIQUE		data/items/names.asm
Objet	MYSTERY EGG	OEUF MYSTERE		data/items/names.asm
Objet	MYSTERYBERRY	BAIE MYSTERE		data/items/names.asm
Objet	MYSTIC WATER	EAU MYSTIQUE		data/items/names.asm
Objet	NEVERMELTICE	GLACETERNEL		data/items/names.asm
Objet	NORMAL BOX	COFFRE NML		data/items/names.asm
Objet	NUGGET	PEPITE		data/items/names.asm
Objet	OLD ROD	CANNE		data/items/names.asm
Objet	PARK BALL	PARC BALL		data/items/names.asm
Objet	PARLYZ HEAL	ANTI-PARA		data/items/names.asm
Objet	PASS	PASSE		data/items/names.asm
Objet	PEARL	PERLE		data/items/names.asm
Objet	PINK BOW	RUBAN ROSE		data/items/names.asm
Objet	PNK APRICORN	NOIGRUME ROS		data/items/names.asm
Objet	POISON BARB	PIC VENIN		data/items/names.asm
Objet	POLKADOT BOW	RUBAN A POIS		data/items/names.asm
Objet	PORTRAITMAIL	LETRPORTRAIT		data/items/names.asm
Objet	POTION	POTION	identique	data/items/names.asm
Objet	PP UP	PP PLUS		data/items/names.asm
Objet	PROTEIN	PROTEINE		data/items/names.asm
Objet	PRZCUREBERRY	BAIE ANTIPAR		data/items/names.asm
Objet	PSNCUREBERRY	BAIE ANTIDOT		data/items/names.asm
Objet	QUICK CLAW	VIVE GRIFFE		data/items/names.asm
Objet	RAGECANDYBAR	BONBON RAGE		data/items/names.asm
Objet	RAINBOW WING	ARCENCI'AILE		data/items/names.asm
Objet	RARE CANDY	SUPER BONBON		data/items/names.asm
Objet	RED APRICORN	NOIGRUME RGE		data/items/names.asm
Objet	RED SCALE	ECAILLEROUGE		data/items/names.asm
Objet	REPEL	REPOUSSE		data/items/names.asm
Objet	REVIVAL HERB	HERBE RAPPEL		data/items/names.asm
Objet	REVIVE	RAPPEL		data/items/names.asm
Objet	S.S.TICKET	PASSE BATEAU		data/items/names.asm
Objet	SACRED ASH	CENDRESACREE		data/items/names.asm
Objet	SCOPE LENS	LENTILSCOPE		data/items/names.asm
Objet	SECRETPOTION	POTIONSECRET		data/items/names.asm
Objet	SHARP BEAK	BEC POINTU		data/items/names.asm
Objet	SILVER LEAF	FEUILLE ARG.		data/items/names.asm
Objet	SILVER WING	AILE ARGENT		data/items/names.asm
Objet	SILVERPOWDER	POUDRE ARG.		data/items/names.asm
Objet	SLOWPOKETAIL	QUEUERAMOLOS		data/items/names.asm
Objet	SMOKE BALL	BOULE FUMEE		data/items/names.asm
Objet	SODA POP	SODA COOL		data/items/names.asm
Objet	SOFT SAND	SABLE DOUX		data/items/names.asm
Objet	SPELL TAG	RUNE SORT		data/items/names.asm
Objet	SQUIRTBOTTLE	CARAPUCE A O		data/items/names.asm
Objet	STAR PIECE	MORC. ETOILE		data/items/names.asm
Objet	STARDUST	POUSS.ETOILE		data/items/names.asm
Objet	STICK	BATON		data/items/names.asm
Objet	SUN STONE	PIERRESOLEIL		data/items/names.asm
Objet	SUPER POTION	SUPER POTION	identique	data/items/names.asm
Objet	SUPER REPEL	SUPEREPOUSSE		data/items/names.asm
Objet	SUPER ROD	MEGA CANNE		data/items/names.asm
Objet	SURF MAIL	LETR SURF		data/items/names.asm
Objet	TERU-SAMA	TERU-SAMA	identique	data/items/names.asm
Objet	THICK CLUB	MASSE OS		data/items/names.asm
Objet	THUNDERSTONE	PIERREFOUDRE		data/items/names.asm
Objet	TINYMUSHROOM	PETIT CHAMPI		data/items/names.asm
Objet	TM01	CT01		data/items/names.asm
Objet	TM02	CT02		data/items/names.asm
Objet	TM03	CT03		data/items/names.asm
Objet	TM04	CT04		data/items/names.asm
Objet	TM05	CT05		data/items/names.asm
Objet	TM06	CT06		data/items/names.asm
Objet	TM07	CT07		data/items/names.asm
Objet	TM08	CT08		data/items/names.asm
Objet	TM09	CT09		data/items/names.asm
Objet	TM10	CT10		data/items/names.asm
Objet	TM11	CT11		data/items/names.asm
Objet	TM12	CT12		data/items/names.asm
Objet	TM13	CT13		data/items/names.asm
Objet	TM14	CT14		data/items/names.asm
Objet	TM15	CT15		data/items/names.asm
Objet	TM16	CT16		data/items/names.asm
Objet	TM17	CT17		data/items/names.asm
Objet	TM18	CT18		data/items/names.asm
Objet	TM19	CT19		data/items/names.asm
Objet	TM20	CT20		data/items/names.asm
Objet	TM21	CT21		data/items/names.asm
Objet	TM22	CT22		data/items/names.asm
Objet	TM23	CT23		data/items/names.asm
Objet	TM24	CT24		data/items/names.asm
Objet	TM25	CT25		data/items/names.asm
Objet	TM26	CT26		data/items/names.asm
Objet	TM27	CT27		data/items/names.asm
Objet	TM28	CT28		data/items/names.asm
Objet	TM29	CT29		data/items/names.asm
Objet	TM30	CT30		data/items/names.asm
Objet	TM31	CT31		data/items/names.asm
Objet	TM32	CT32		data/items/names.asm
Objet	TM33	CT33		data/items/names.asm
Objet	TM34	CT34		data/items/names.asm
Objet	TM35	CT35		data/items/names.asm
Objet	TM36	CT36		data/items/names.asm
Objet	TM37	CT37		data/items/names.asm
Objet	TM38	CT38		data/items/names.asm
Objet	TM39	CT39		data/items/names.asm
Objet	TM40	CT40		data/items/names.asm
Objet	TM41	CT41		data/items/names.asm
Objet	TM42	CT42		data/items/names.asm
Objet	TM43	CT43		data/items/names.asm
Objet	TM44	CT44		data/items/names.asm
Objet	TM45	CT45		data/items/names.asm
Objet	TM46	CT46		data/items/names.asm
Objet	TM47	CT47		data/items/names.asm
Objet	TM48	CT48		data/items/names.asm
Objet	TM49	CT49		data/items/names.asm
Objet	TM50	CT50		data/items/names.asm
Objet	TWISTEDSPOON	CUILLERTORDU		data/items/names.asm
Objet	ULTRA BALL	HYPER BALL		data/items/names.asm
Objet	UP-GRADE	EVOLUTOR		data/items/names.asm
Objet	WATER STONE	PIERRE EAU		data/items/names.asm
Objet	WHT APRICORN	NOIGRUME BLC		data/items/names.asm
Objet	X ACCURACY	PRECISION +		data/items/names.asm
Objet	X ATTACK	ATTAQUE +		data/items/names.asm
Objet	X DEFEND	DEFENSE +		data/items/names.asm
Objet	X SPECIAL	SPECIAL +		data/items/names.asm
Objet	X SPEED	VITESSE +		data/items/names.asm
Objet	YLW APRICORN	NOIGRUME JNE		data/items/names.asm
Poche	BALL POCKET	POCHE BALLS		data/items/pocket_names.asm
Poche	ITEM POCKET	POCHE OBJETS		data/items/pocket_names.asm
Poche	KEY POCKET	POCHE RARES		data/items/pocket_names.asm
Poche	TM POCKET	POCHE CT		data/items/pocket_names.asm
Pokémon	?????	?????	identique	data/pokemon/names.asm
Pokémon	ABRA	ABRA	identique	data/pokemon/names.asm
Pokémon	AERODACTYL	PTERA		data/pokemon/names.asm
Pokémon	AIPOM	CAPUMAIN		data/pokemon/names.asm
Pokémon	ALAKAZAM	ALAKAZAM	identique	data/pokemon/names.asm
Pokémon	AMPHAROS	PHARAMP		data/pokemon/names.asm
Pokémon	ARBOK	ARBOK	identique	data/pokemon/names.asm
Pokémon	ARCANINE	ARCANIN		data/pokemon/names.asm
Pokémon	ARIADOS	MIGALOS		data/pokemon/names.asm
Pokémon	ARTICUNO	ARTIKODIN		data/pokemon/names.asm
Pokémon	AZUMARILL	AZUMARILL	identique	data/pokemon/names.asm
Pokémon	BAYLEEF	MACRONIUM		data/pokemon/names.asm
Pokémon	BEEDRILL	DARDARGNAN		data/pokemon/names.asm
Pokémon	BELLOSSOM	JOLIFLOR		data/pokemon/names.asm
Pokémon	BELLSPROUT	CHETIFLOR		data/pokemon/names.asm
Pokémon	BLASTOISE	TORTANK		data/pokemon/names.asm
Pokémon	BLISSEY	LEUPHORIE		data/pokemon/names.asm
Pokémon	BULBASAUR	BULBIZARRE		data/pokemon/names.asm
Pokémon	BUTTERFREE	PAPILUSION		data/pokemon/names.asm
Pokémon	CATERPIE	CHENIPAN		data/pokemon/names.asm
Pokémon	CELEBI	CELEBI	identique	data/pokemon/names.asm
Pokémon	CHANSEY	LEVEINARD		data/pokemon/names.asm
Pokémon	CHARIZARD	DRACAUFEU		data/pokemon/names.asm
Pokémon	CHARMANDER	SALAMECHE		data/pokemon/names.asm
Pokémon	CHARMELEON	REPTINCEL		data/pokemon/names.asm
Pokémon	CHIKORITA	GERMIGNON		data/pokemon/names.asm
Pokémon	CHINCHOU	LOUPIO		data/pokemon/names.asm
Pokémon	CLEFABLE	MELODELFE		data/pokemon/names.asm
Pokémon	CLEFAIRY	MELOFEE		data/pokemon/names.asm
Pokémon	CLEFFA	MELO		data/pokemon/names.asm
Pokémon	CLOYSTER	CRUSTABRI		data/pokemon/names.asm
Pokémon	CORSOLA	CORAYON		data/pokemon/names.asm
Pokémon	CROBAT	NOSTENFER		data/pokemon/names.asm
Pokémon	CROCONAW	CROCRODIL		data/pokemon/names.asm
Pokémon	CUBONE	OSSELAIT		data/pokemon/names.asm
Pokémon	CYNDAQUIL	HERICENDRE		data/pokemon/names.asm
Pokémon	DELIBIRD	CADOIZO		data/pokemon/names.asm
Pokémon	DEWGONG	LAMANTINE		data/pokemon/names.asm
Pokémon	DIGLETT	TAUPIQUEUR		data/pokemon/names.asm
Pokémon	DITTO	METAMORPH		data/pokemon/names.asm
Pokémon	DODRIO	DODRIO	identique	data/pokemon/names.asm
Pokémon	DODUO	DODUO	identique	data/pokemon/names.asm
Pokémon	DONPHAN	DONPHAN	identique	data/pokemon/names.asm
Pokémon	DRAGONAIR	DRACO		data/pokemon/names.asm
Pokémon	DRAGONITE	DRACOLOSSE		data/pokemon/names.asm
Pokémon	DRATINI	MINIDRACO		data/pokemon/names.asm
Pokémon	DROWZEE	SOPORIFIK		data/pokemon/names.asm
Pokémon	DUGTRIO	TRIOPIKEUR		data/pokemon/names.asm
Pokémon	DUNSPARCE	INSOLOURDO		data/pokemon/names.asm
Pokémon	EEVEE	EVOLI		data/pokemon/names.asm
Pokémon	EGG	OEUF		data/pokemon/names.asm
Pokémon	EKANS	ABO		data/pokemon/names.asm
Pokémon	ELECTABUZZ	ELEKTEK		data/pokemon/names.asm
Pokémon	ELECTRODE	ELECTRODE	identique	data/pokemon/names.asm
Pokémon	ELEKID	ELEKID	identique	data/pokemon/names.asm
Pokémon	ENTEI	ENTEI	identique	data/pokemon/names.asm
Pokémon	ESPEON	MENTALI		data/pokemon/names.asm
Pokémon	EXEGGCUTE	NOEUNOEUF		data/pokemon/names.asm
Pokémon	EXEGGUTOR	NOADKOKO		data/pokemon/names.asm
Pokémon	FARFETCH'D	CANARTICHO		data/pokemon/names.asm
Pokémon	FEAROW	RAPASDEPIC		data/pokemon/names.asm
Pokémon	FERALIGATR	ALIGATUEUR		data/pokemon/names.asm
Pokémon	FLAAFFY	LAINERGIE		data/pokemon/names.asm
Pokémon	FLAREON	PYROLI		data/pokemon/names.asm
Pokémon	FORRETRESS	FORETRESS		data/pokemon/names.asm
Pokémon	FURRET	FOUINAR		data/pokemon/names.asm
Pokémon	GASTLY	FANTOMINUS		data/pokemon/names.asm
Pokémon	GENGAR	ECTOPLASMA		data/pokemon/names.asm
Pokémon	GEODUDE	RACAILLOU		data/pokemon/names.asm
Pokémon	GIRAFARIG	GIRAFARIG	identique	data/pokemon/names.asm
Pokémon	GLIGAR	SCORPLANE		data/pokemon/names.asm
Pokémon	GLOOM	ORTIDE		data/pokemon/names.asm
Pokémon	GOLBAT	NOSFERALTO		data/pokemon/names.asm
Pokémon	GOLDEEN	POISSIRENE		data/pokemon/names.asm
Pokémon	GOLDUCK	AKWAKWAK		data/pokemon/names.asm
Pokémon	GOLEM	GROLEM		data/pokemon/names.asm
Pokémon	GRANBULL	GRANBULL	identique	data/pokemon/names.asm
Pokémon	GRAVELER	GRAVALANCH		data/pokemon/names.asm
Pokémon	GRIMER	TADMORV		data/pokemon/names.asm
Pokémon	GROWLITHE	CANINOS		data/pokemon/names.asm
Pokémon	GYARADOS	LEVIATOR		data/pokemon/names.asm
Pokémon	HAUNTER	SPECTRUM		data/pokemon/names.asm
Pokémon	HERACROSS	SCARHINO		data/pokemon/names.asm
Pokémon	HITMONCHAN	TYGNON		data/pokemon/names.asm
Pokémon	HITMONLEE	KICKLEE		data/pokemon/names.asm
Pokémon	HITMONTOP	KAPOERA		data/pokemon/names.asm
Pokémon	HO-OH	HO-OH	identique	data/pokemon/names.asm
Pokémon	HOOTHOOT	HOOTHOOT	identique	data/pokemon/names.asm
Pokémon	HOPPIP	GRANIVOL		data/pokemon/names.asm
Pokémon	HORSEA	HYPOTREMPE		data/pokemon/names.asm
Pokémon	HOUNDOOM	DEMOLOSSE		data/pokemon/names.asm
Pokémon	HOUNDOUR	MALOSSE		data/pokemon/names.asm
Pokémon	HYPNO	HYPNOMADE		data/pokemon/names.asm
Pokémon	IGGLYBUFF	TOUDOUDOU		data/pokemon/names.asm
Pokémon	IVYSAUR	HERBIZARRE		data/pokemon/names.asm
Pokémon	JIGGLYPUFF	RONDOUDOU		data/pokemon/names.asm
Pokémon	JOLTEON	VOLTALI		data/pokemon/names.asm
Pokémon	JUMPLUFF	COTOVOL		data/pokemon/names.asm
Pokémon	JYNX	LIPPOUTOU		data/pokemon/names.asm
Pokémon	KABUTO	KABUTO	identique	data/pokemon/names.asm
Pokémon	KABUTOPS	KABUTOPS	identique	data/pokemon/names.asm
Pokémon	KADABRA	KADABRA	identique	data/pokemon/names.asm
Pokémon	KAKUNA	COCONFORT		data/pokemon/names.asm
Pokémon	KANGASKHAN	KANGOUREX		data/pokemon/names.asm
Pokémon	KINGDRA	HYPOROI		data/pokemon/names.asm
Pokémon	KINGLER	KRABBOSS		data/pokemon/names.asm
Pokémon	KOFFING	SMOGO		data/pokemon/names.asm
Pokémon	KRABBY	KRABBY	identique	data/pokemon/names.asm
Pokémon	LANTURN	LANTURN	identique	data/pokemon/names.asm
Pokémon	LAPRAS	LOKHLASS		data/pokemon/names.asm
Pokémon	LARVITAR	EMBRYLEX		data/pokemon/names.asm
Pokémon	LEDIAN	COXYCLAQUE		data/pokemon/names.asm
Pokémon	LEDYBA	COXY		data/pokemon/names.asm
Pokémon	LICKITUNG	EXCELANGUE		data/pokemon/names.asm
Pokémon	LUGIA	LUGIA	identique	data/pokemon/names.asm
Pokémon	MACHAMP	MACKOGNEUR		data/pokemon/names.asm
Pokémon	MACHOKE	MACHOPEUR		data/pokemon/names.asm
Pokémon	MACHOP	MACHOC		data/pokemon/names.asm
Pokémon	MAGBY	MAGBY	identique	data/pokemon/names.asm
Pokémon	MAGCARGO	VOLCAROPOD		data/pokemon/names.asm
Pokémon	MAGIKARP	MAGICARPE		data/pokemon/names.asm
Pokémon	MAGMAR	MAGMAR	identique	data/pokemon/names.asm
Pokémon	MAGNEMITE	MAGNETI		data/pokemon/names.asm
Pokémon	MAGNETON	MAGNETON	identique	data/pokemon/names.asm
Pokémon	MANKEY	FEROSINGE		data/pokemon/names.asm
Pokémon	MANTINE	DEMANTA		data/pokemon/names.asm
Pokémon	MAREEP	WATTOUAT		data/pokemon/names.asm
Pokémon	MARILL	MARILL	identique	data/pokemon/names.asm
Pokémon	MAROWAK	OSSATUEUR		data/pokemon/names.asm
Pokémon	MEGANIUM	MEGANIUM	identique	data/pokemon/names.asm
Pokémon	MEOWTH	MIAOUSS		data/pokemon/names.asm
Pokémon	METAPOD	CHRYSACIER		data/pokemon/names.asm
Pokémon	MEW	MEW	identique	data/pokemon/names.asm
Pokémon	MEWTWO	MEWTWO	identique	data/pokemon/names.asm
Pokémon	MILTANK	ECREMEUH		data/pokemon/names.asm
Pokémon	MISDREAVUS	FEUFOREVE		data/pokemon/names.asm
Pokémon	MOLTRES	SULFURA		data/pokemon/names.asm
Pokémon	MR.MIME	M.MIME		data/pokemon/names.asm
Pokémon	MUK	GROTADMORV		data/pokemon/names.asm
Pokémon	MURKROW	CORNEBRE		data/pokemon/names.asm
Pokémon	NATU	NATU	identique	data/pokemon/names.asm
Pokémon	NIDOKING	NIDOKING	identique	data/pokemon/names.asm
Pokémon	NIDOQUEEN	NIDOQUEEN	identique	data/pokemon/names.asm
Pokémon	NIDORAN♀	NIDORAN♀	identique	data/pokemon/names.asm
Pokémon	NIDORAN♂	NIDORAN♂	identique	data/pokemon/names.asm
Pokémon	NIDORINA	NIDORINA	identique	data/pokemon/names.asm
Pokémon	NIDORINO	NIDORINO	identique	data/pokemon/names.asm
Pokémon	NINETALES	FEUNARD		data/pokemon/names.asm
Pokémon	NOCTOWL	NOARFANG		data/pokemon/names.asm
Pokémon	OCTILLERY	OCTILLERY	identique	data/pokemon/names.asm
Pokémon	ODDISH	MYSTHERBE		data/pokemon/names.asm
Pokémon	OMANYTE	AMONITA		data/pokemon/names.asm
Pokémon	OMASTAR	AMONISTAR		data/pokemon/names.asm
Pokémon	ONIX	ONIX	identique	data/pokemon/names.asm
Pokémon	PARAS	PARAS	identique	data/pokemon/names.asm
Pokémon	PARASECT	PARASECT	identique	data/pokemon/names.asm
Pokémon	PERSIAN	PERSIAN	identique	data/pokemon/names.asm
Pokémon	PHANPY	PHANPY	identique	data/pokemon/names.asm
Pokémon	PICHU	PICHU	identique	data/pokemon/names.asm
Pokémon	PIDGEOT	ROUCARNAGE		data/pokemon/names.asm
Pokémon	PIDGEOTTO	ROUCOUPS		data/pokemon/names.asm
Pokémon	PIDGEY	ROUCOOL		data/pokemon/names.asm
Pokémon	PIKACHU	PIKACHU	identique	data/pokemon/names.asm
Pokémon	PILOSWINE	COCHIGNON		data/pokemon/names.asm
Pokémon	PINECO	POMDEPIK		data/pokemon/names.asm
Pokémon	PINSIR	SCARABRUTE		data/pokemon/names.asm
Pokémon	POLITOED	TARPAUD		data/pokemon/names.asm
Pokémon	POLIWAG	PTITARD		data/pokemon/names.asm
Pokémon	POLIWHIRL	TETARTE		data/pokemon/names.asm
Pokémon	POLIWRATH	TARTARD		data/pokemon/names.asm
Pokémon	PONYTA	PONYTA	identique	data/pokemon/names.asm
Pokémon	PORYGON	PORYGON	identique	data/pokemon/names.asm
Pokémon	PORYGON2	PORYGON2	identique	data/pokemon/names.asm
Pokémon	PRIMEAPE	COLOSSINGE		data/pokemon/names.asm
Pokémon	PSYDUCK	PSYKOKWAK		data/pokemon/names.asm
Pokémon	PUPITAR	YMPHECT		data/pokemon/names.asm
Pokémon	QUAGSIRE	MARAISTE		data/pokemon/names.asm
Pokémon	QUILAVA	FEURISSON		data/pokemon/names.asm
Pokémon	QWILFISH	QWILFISH	identique	data/pokemon/names.asm
Pokémon	RAICHU	RAICHU	identique	data/pokemon/names.asm
Pokémon	RAIKOU	RAIKOU	identique	data/pokemon/names.asm
Pokémon	RAPIDASH	GALOPA		data/pokemon/names.asm
Pokémon	RATICATE	RATTATAC		data/pokemon/names.asm
Pokémon	RATTATA	RATTATA	identique	data/pokemon/names.asm
Pokémon	REMORAID	REMORAID	identique	data/pokemon/names.asm
Pokémon	RHYDON	RHINOFEROS		data/pokemon/names.asm
Pokémon	RHYHORN	RHINOCORNE		data/pokemon/names.asm
Pokémon	SANDSHREW	SABELETTE		data/pokemon/names.asm
Pokémon	SANDSLASH	SABLAIREAU		data/pokemon/names.asm
Pokémon	SCIZOR	CIZAYOX		data/pokemon/names.asm
Pokémon	SCYTHER	INSECATEUR		data/pokemon/names.asm
Pokémon	SEADRA	HYPOCEAN		data/pokemon/names.asm
Pokémon	SEAKING	POISSOROY		data/pokemon/names.asm
Pokémon	SEEL	OTARIA		data/pokemon/names.asm
Pokémon	SENTRET	FOUINETTE		data/pokemon/names.asm
Pokémon	SHELLDER	KOKIYAS		data/pokemon/names.asm
Pokémon	SHUCKLE	CARATROC		data/pokemon/names.asm
Pokémon	SKARMORY	AIRMURE		data/pokemon/names.asm
Pokémon	SKIPLOOM	FLORAVOL		data/pokemon/names.asm
Pokémon	SLOWBRO	FLAGADOSS		data/pokemon/names.asm
Pokémon	SLOWKING	ROIGADA		data/pokemon/names.asm
Pokémon	SLOWPOKE	RAMOLOSS		data/pokemon/names.asm
Pokémon	SLUGMA	LIMAGMA		data/pokemon/names.asm
Pokémon	SMEARGLE	QUEULORIOR		data/pokemon/names.asm
Pokémon	SMOOCHUM	LIPPOUTI		data/pokemon/names.asm
Pokémon	SNEASEL	FARFURET		data/pokemon/names.asm
